stock_code,entry_datetime,exit_datetime,entry_price,exit_price,shares,position_value,exit_value,pnl,pnl_pct,candles_held,entry_reason,exit_reason,capital_after_trade
IIFWEA,2025-04-25 15:20:00,2025-04-28 09:15:00,971.35,966.7,154,149587.9,148871.80000000002,-716.0999999999767,-0.4787151901991918,3,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",TRAILING_STOP: -0.48%,998491.1499999998
IIFWEA,2025-04-28 11:15:00,2025-04-28 14:25:00,980.0,980.0,152,148960.0,148960.0,0.0,0.0,38,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",TRAILING_STOP: 0.00%,998491.1499999998
IIFWEA,2025-04-29 14:10:00,2025-04-29 15:20:00,982.9,981.95,152,149400.8,149256.4,-144.39999999999418,-0.09665276223420102,14,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",TRAILING_STOP: -0.10%,998346.7499999999
IIFWEA,2025-04-30 14:15:00,2025-04-30 14:40:00,999.7,992.65,149,148955.30000000002,147904.85,-1050.4500000000116,-0.7052115634690485,5,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",TRAILING_STOP: -0.71%,997296.2999999998
IIFWEA,2025-04-30 15:05:00,2025-05-02 09:20:00,987.4,971.6,151,149097.4,146711.6,-2385.7999999999884,-1.6001620417257365,7,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",STOP_LOSS: -1.60%,994910.4999999998
IIFWEA,2025-05-02 10:05:00,2025-05-02 11:20:00,965.85,956.0,154,148740.9,147224.0,-1516.8999999999942,-1.01982709530465,15,"Entry signals: RSI_RECOVERY, MACD_POSITIVE, BB_OVERSOLD",STOP_LOSS: -1.02%,993393.5999999997
IIFWEA,2025-05-02 11:30:00,2025-05-02 12:10:00,955.55,952.5,155,148110.25,147637.5,-472.75,-0.3191879022552457,8,"Entry signals: RSI_RECOVERY, MACD_POSITIVE, BB_OVERSOLD",TRAILING_STOP: -0.32%,992920.8499999997
IIFWEA,2025-05-02 12:15:00,2025-05-02 14:30:00,951.2,946.35,156,148387.2,147630.6,-756.6000000000058,-0.5098822539949577,27,"Entry signals: RSI_RECOVERY, MACD_POSITIVE, BB_OVERSOLD",TRAILING_STOP: -0.51%,992164.2499999997
IIFWEA,2025-05-02 15:05:00,2025-05-05 09:15:00,946.6,936.0,157,148616.2,146952.0,-1664.2000000000116,-1.119797168814713,6,"Entry signals: RSI_RECOVERY, MACD_POSITIVE, BB_OVERSOLD",STOP_LOSS: -1.12%,990500.0499999996
IIFWEA,2025-05-05 10:25:00,2025-05-05 13:05:00,931.05,945.35,159,148036.94999999998,150310.65,2273.7000000000116,1.5359003275871408,32,"Entry signals: RSI_RECOVERY, MACD_POSITIVE, BB_OVERSOLD","TECHNICAL_EXIT (RSI_OVERBOUGHT, BB_OVERBOUGHT): 1.54%",992773.7499999997
IIFWEA,2025-05-05 15:15:00,2025-05-06 09:20:00,934.9,924.85,159,148649.1,147051.15,-1597.9500000000116,-1.0749812814204804,5,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",STOP_LOSS: -1.07%,991175.7999999997
IIFWEA,2025-05-06 09:45:00,2025-05-06 10:00:00,927.55,915.3,160,148408.0,146448.0,-1960.0,-1.3206835211039836,3,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",STOP_LOSS: -1.32%,989215.7999999997
IIFWEA,2025-05-06 12:55:00,2025-05-06 14:25:00,912.0,912.0,162,147744.0,147744.0,0.0,0.0,18,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",TRAILING_STOP: 0.00%,989215.7999999997
IIFWEA,2025-05-06 15:00:00,2025-05-07 09:25:00,911.5,930.8,162,147663.0,150789.6,3126.600000000006,2.11738891936369,9,"Entry signals: RSI_RECOVERY, MACD_POSITIVE, BB_OVERSOLD",PROFIT_TARGET: 2.12%,992342.3999999997
IIFWEA,2025-05-08 11:10:00,2025-05-08 12:55:00,927.95,929.15,160,148472.0,148664.0,192.0,0.12931731235519156,21,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",TRAILING_STOP: 0.13%,992534.3999999997
IIFWEA,2025-05-08 13:15:00,2025-05-08 13:35:00,926.8,912.7,160,148288.0,146032.0,-2256.0,-1.5213638325420802,4,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",STOP_LOSS: -1.52%,990278.3999999997
IIFWEA,2025-05-08 15:00:00,2025-05-09 09:15:00,911.6,907.9,162,147679.2,147079.8,-599.4000000000233,-0.4058797718297656,7,"Entry signals: RSI_RECOVERY, MACD_POSITIVE, BB_OVERSOLD",TRAILING_STOP: -0.41%,989678.9999999998
IIFWEA,2025-05-09 09:20:00,2025-05-09 09:50:00,910.6,901.0,163,148427.80000000002,146863.0,-1564.8000000000175,-1.0542499450911604,6,"Entry signals: RSI_RECOVERY, MACD_POSITIVE, BB_OVERSOLD",STOP_LOSS: -1.05%,988114.1999999997
IIFWEA,2025-05-09 10:25:00,2025-05-09 12:55:00,900.5,915.45,164,147682.0,150133.80000000002,2451.8000000000175,1.660188784008896,30,"Entry signals: RSI_RECOVERY, MACD_POSITIVE, BB_OVERSOLD","TECHNICAL_EXIT (RSI_OVERBOUGHT, BB_OVERBOUGHT): 1.66%",990565.9999999998
IIFWEA,2025-05-12 15:05:00,2025-05-13 09:15:00,962.15,988.85,154,148171.1,152282.9,4111.799999999988,2.7750350776905806,6,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",PROFIT_TARGET: 2.78%,994677.7999999998
IIFWEA,2025-05-13 14:15:00,2025-05-14 09:35:00,965.35,975.2,154,148663.9,150180.80000000002,1516.9000000000233,1.0203553115450512,20,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",TRAILING_STOP: 1.02%,996194.6999999998
IIFWEA,2025-05-14 14:35:00,2025-05-15 09:30:00,982.95,989.7,152,149408.4,150434.4,1026.0,0.6867083778422097,15,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",TRAILING_STOP: 0.69%,997220.6999999998
IIFWEA,2025-05-15 11:25:00,2025-05-15 12:25:00,978.8,1004.0,152,148777.6,152608.0,3830.399999999994,2.5745811197384514,12,"Entry signals: RSI_RECOVERY, MACD_POSITIVE, BB_OVERSOLD",PROFIT_TARGET: 2.57%,1001051.0999999999
IIFWEA,2025-05-16 10:35:00,2025-05-16 13:25:00,1018.45,1023.75,147,149712.15,150491.25,779.1000000000058,0.5203986449997584,34,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",TRAILING_STOP: 0.52%,1001830.1999999998
IIFWEA,2025-05-16 15:00:00,2025-05-19 09:30:00,999.2,1023.15,150,149880.0,153472.5,3592.5,2.3969175340272217,10,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",PROFIT_TARGET: 2.40%,1005422.6999999998
IIFWEA,2025-05-19 13:25:00,2025-05-20 09:15:00,1020.85,1019.0,147,150064.95,149793.0,-271.95000000001164,-0.18122153107705138,26,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",TRAILING_STOP: -0.18%,1005150.7499999998
IIFWEA,2025-05-20 10:45:00,2025-05-20 13:20:00,986.0,998.9,152,149872.0,151832.8,1960.7999999999884,1.308316430020276,31,"Entry signals: RSI_RECOVERY, MACD_POSITIVE, BB_OVERSOLD","TECHNICAL_EXIT (RSI_OVERBOUGHT, BB_OVERBOUGHT): 1.31%",1007111.5499999998
IIFWEA,2025-05-20 15:00:00,2025-05-21 10:50:00,993.0,1001.8,152,150936.0,152273.6,1337.6000000000058,0.8862034239677783,26,"Entry signals: RSI_RECOVERY, BB_OVERSOLD, HIGH_VOLUME",TRAILING_STOP: 0.89%,1008449.1499999998
